Diameter,Weight,IV,Year
1.68264199332091,45.4581849316271,251.677560403746,2020
1.68317798266139,45.4758548184553,251.46981329464,2021
1.68315122627779,45.5243222634506,251.597804689294,2022
1.68692315025972,45.5957581298478,250.701697556739,2020
1.68525103108502,45.628839733185,250.826086298347,2021
1.68508294067729,45.3823538124275,250.577795349399,2020
1.68464332192213,45.3602006087449,251.050345639566,2021
1.68215920205381,45.4937281471324,249.959810985919,2020
1.68253522267171,45.5255167275202,249.760747868961,2021
1.68328636224549,45.3853383674759,252.198975640081,2021
1.6829526218676,45.4882004248072,251.64597429967,2022
1.68230445460476,45.3214028617453,252.89164311194,2021
1.68155968341846,45.399207817667,252.260304641916,2022
1.68179846583853,45.2863679088035,252.838481735845,2021
1.68314376804153,45.3487163145792,252.15074411411,2022
1.68038172549435,45.2238963343426,252.850579314626,2020
1.6806972794091,45.3645412178217,252.408732577128,2021
1.679913928153,45.461960839508,252.130954421109,2022
1.68012533875001,45.0356910670558,252.742988898841,2020
1.68140123984862,45.3132212251876,252.466147406358,2021
1.6802627502671,45.3786787559254,252.115257116903,2022
1.68117688628277,45.5111808776324,251.276812697406,2020
1.6805910747705,45.556605502764,250.934646199157,2021
1.68243378565252,45.611026749272,250.802213610791,2022
1.68224456807846,45.5385474047196,252.527041461932,2020
1.68178099781477,45.5810125245007,251.81188762726,2021
1.68201917845122,45.6330522481066,251.62702038729,2022
1.68107457466163,45.5267663623556,251.249744031185,2020
1.68255025979137,45.608293581886,250.943234083945,2021
1.68176285786781,45.6318307079812,250.855574807745,2022
1.68074289271799,45.5537201817261,253.03988544776,2021
1.68176862349122,45.5690762583067,252.470179671252,2022
1.68227819580544,45.5963201073575,251.839993033724,2021
1.68246227064502,45.7125095060952,253.091324949844,2022
1.68088412554623,45.5815722160209,251.758216780924,2021
1.68205755450408,45.6217586126374,252.588601365607,2022
1.68295338555027,45.5739941192684,251.584292041561,2021
1.68343636078525,45.7237921844445,253.4201172925,2022
1.68149881928306,45.523489970268,251.034393531827,2021
1.68147935889598,45.5502651047173,250.594217116012,2021
1.68135643813356,45.4545002870309,252.04464666976,2022
1.68229963610283,45.5281238297465,251.810955955357,2022
1.68280138630734,45.5821114957654,250.836911478691,2021
1.68177094414118,45.5378224971274,252.131403261268,2022
1.68227385740391,45.6408164661242,251.499362296697,2021
1.6818472267553,45.6547242540078,251.120185197271,2021
1.68189063988665,45.5637532241885,251.562266118584,2022
1.68296961444278,45.5670279197858,251.705380262164,2022
1.68079776553627,45.6495620131767,250.989607254202,2021
1.68131285447989,45.5261226512371,251.410170468983,2022
1.68058547283546,45.5540025178077,253.025788248215,2021
1.68219550945625,45.481149875108,252.12639485429,2022
1.68009828945433,45.5817345540348,252.006349400283,2021
1.68147374780147,45.6774870158286,252.534525138545,2022
1.68147153931564,45.4867839078683,251.038817173724,2021
1.68339731555213,45.4958816717155,251.425311859561,2022
1.68177061121481,45.636250704983,251.584737413355,2021
1.682169993041,45.5554839433857,251.478887492745,2022
1.68095915275819,45.7962784153414,250.994219371694,2020
1.6813678588305,45.8459870383687,250.978406291438,2021
1.68325583364263,45.845675905128,250.849944570586,2022
1.67867862784947,45.5547765228414,250.609264506761,2020
1.68138394921074,45.5785835889741,250.665764631468,2021
1.67926050148054,45.6214043673115,250.479204035659,2022
1.6794883903508,45.6343682928384,250.965151368861,2020
1.68184756571004,45.6831764234568,250.836428258114,2021
1.68224039665193,45.6867774417281,250.786514378124,2022
1.68167088543701,45.4762483202204,251.785667477258,2020
1.68113205905266,45.6115745089112,249.902539982352,2020
1.68191007343671,45.6434629588809,250.99685859362,2021
1.68158607090534,45.7152062926701,250.491408559837,2022
1.68041400916246,45.688808991677,250.012113583804,2020
1.68189075635151,45.748269880129,250.80543404284,2021
1.68102279652201,45.4787475920345,251.49640384424,2020
1.67881744986802,45.6002300952725,250.494754395372,2020
1.68153220751913,45.662523697663,250.757914400273,2021
1.68064815420295,45.6783815420656,250.579621767165,2022
1.68179765806632,45.6978823208379,250.301655951899,2020
1.68211519743509,45.7315136260675,250.548378135354,2021
1.6824414604139,45.5645780291705,250.997828963315,2020
1.68220964761698,45.6002258091478,250.78807945707,2021
1.68215661424226,45.5868130721592,250.510632380272,2022
1.682153477979,45.2826787143926,252.737317885583,2020
1.68252609135093,45.3176431866104,252.549053833572,2021
1.68385406421934,45.3699873980019,252.388545332758,2022
1.6801243105602,45.5713794610351,252.662283123089,2020
1.68157089225402,45.5609154016289,252.838304132827,2021
1.68240843610726,45.6137650584801,252.604205670125,2022
1.68142046069492,45.5408638556108,252.707003864133,2020
1.68206615819459,45.4269188758099,253.025884591501,2021
1.68049342339817,45.4607374940509,252.81024024829,2022
1.68182852938647,45.4506786448941,252.887287295987,2020
1.68242880044132,45.5473880386767,252.13290436037,2021
1.6811041640836,45.5301228360639,252.057518664513,2022
1.68193503538098,45.459615269607,252.937866529193,2020
1.68195416473592,45.5031725407016,252.184636164421,2021
1.68263002297152,45.5671974167801,251.897494399343,2022
1.68228383280149,45.5698069612635,250.89553869021,2020
1.68256411421114,45.6052862964716,252.017008473148,2021
1.68173785887268,45.5573878857347,252.722497949468,2022
1.68198202881205,45.6165473410901,250.75177355934,2020
1.68268355970195,45.6235003147991,252.16715333789,2021
1.68335491911046,45.6666981672266,252.893429349677,2022
1.6820489120001,45.5708986701217,251.213209085447,2020
1.68194144813626,45.5953785722928,252.43182453442,2021
1.68306140590816,45.6343549469673,253.492655810748,2022
1.68394504047887,45.6866541645236,251.074834211689,2020
1.68293481435659,45.676661677225,252.641091852494,2021
1.68295947616214,45.6277458361668,253.401643782214,2022
1.6813482136187,45.448874711211,251.798407893318,2020
1.68246353636525,45.5721945293776,251.707305722535,2020
1.68011819241054,45.4866721089715,251.631887200872,2021
1.68317707050677,45.6408998636194,250.751248668088,2021
1.68158546688412,45.5411799861222,251.623512072548,2022
1.68198350905092,45.6775696289092,250.731907361659,2022
1.68148275301257,45.5284239289583,251.791550878239,2020
1.68173788019835,45.596585818202,251.216346644251,2021
1.68255308638744,45.6370948728097,251.214246669165,2022
1.6820794686596,45.3489236945675,252.143656688415,2020
1.68353901881359,45.5248965900493,251.418842633751,2020
1.68061021482069,45.5013513078511,251.673127039352,2021
1.68232139066164,45.554626737936,250.765333655306,2021
1.6817785576417,45.4646357480659,251.364160155734,2022
1.68258946688459,45.5930750600164,252.201860716677,2022
1.68139501100449,45.5380466646364,251.12427679375,2020
1.68227308250855,45.5847285346884,251.588070974995,2021
1.68353951536957,45.5972040681554,250.501077999774,2022
1.6820237851769,45.4253114077902,251.832777261161,2020
1.6821524701149,45.5162905214082,251.182029648525,2021
1.68203848804919,45.513906752957,251.805829381688,2022
1.68261027697006,45.5410186431789,251.136003060534,2020
1.68216160420467,45.5818779632129,252.240704559047,2021
1.68361268801028,45.6703979129816,251.043765328405,2020
1.68248872750721,45.7008362905732,252.034746377267,2021
1.68221632994881,45.397767487139,252.178922183387,2020
1.68191785670743,45.4822331326372,251.264725094237,2021
1.68357681940039,45.5719083757795,251.576073000369,2020
1.68250022442722,45.5691010148823,251.001624380053,2021
1.6819660742694,45.3902620577154,252.034092328859,2020
1.68249393804134,45.4616957933792,251.530613088393,2021
1.68203176776742,45.4991786011295,250.786447300137,2020
1.67915449302446,45.5400482351031,250.679351602332,2021
1.6809895790458,45.4509305190452,250.927226149567,2020
1.68112016072384,45.4898338868572,252.759619820562,2021
1.68174036411376,45.525064531043,251.129012095425,2020
1.68345938748531,45.558458831403,250.843847687087,2021
1.68025754930174,45.4206050606406,250.799617579624,2020
1.67989000280968,45.5450605413091,250.24791592681,2021
1.68180992532899,45.52051411456,250.929420773336,2021
1.68249675758559,45.4974907338378,251.977634398088,2022
1.68187819575761,45.6359617878406,251.447318828019,2021
1.68246234328126,45.5462448852077,252.027502158476,2022
1.68178648117157,45.5185554643503,251.714190745751,2020
1.68159813503576,45.5565280375705,250.897873837403,2021
1.68149066710885,45.6070986872727,250.643902876265,2022
1.68351466179504,45.5164000678089,251.438733393207,2020
1.68203756905076,45.5713174837851,250.73531873177,2021
1.68438223903308,45.615111701491,252.107579164601,2022
1.68139872458113,45.4986767854972,253.358889461978,2020
1.68209830580511,45.5584884354312,252.931957576532,2021
1.68017034990863,45.2701579922814,252.388040941397,2020
1.68181070325346,45.460703412416,252.227797898629,2021
1.67902868481312,45.4841778478879,252.000622279355,2022
1.68209595931828,45.6713787861572,251.424646889183,2020
1.68350531366942,45.7509553668161,251.106182723705,2021
1.68326089788382,45.7388250444527,250.941075308718,2022
1.68181430474965,45.5476249353684,250.886132879343,2021
1.68231264712607,45.5715474780812,251.798103397278,2022
1.68122272934367,45.6375397796755,251.531992848127,2021
1.68197785713247,45.5242293314951,251.647363584178,2022
1.68065948961872,45.5565240438146,252.688527429347,2020
1.68158676201375,45.6012477540697,253.049226091178,2021
1.68153850879929,45.6395308802519,252.896616715748,2022
1.68202029656915,45.4585582670484,252.923415559042,2020
1.68137145089327,45.5351871377178,252.268701626268,2021
1.68293183569754,45.5738216844136,252.019435506994,2022
1.68221326294203,45.4385550987712,252.238857622871,2020
1.68124636889618,45.4753356322545,251.323979011196,2021
1.6823499693002,45.5208641764741,250.954185263273,2022
1.68248580413691,45.4885441804404,251.26016929246,2020
1.6819746554985,45.5197093318554,250.395475538094,2021
1.68336156167272,45.5608437850919,252.109497368852,2022
1.68294365474893,45.4549633378524,253.709558238303,2020
1.68248996028799,45.5509028735833,253.260062368775,2021
1.68279508227124,45.6216884802013,252.911331619184,2022
1.68136870016252,45.5419679268763,253.157654584051,2021
1.67941358985492,45.4801894289912,252.174267566787,2022
1.68202479123781,45.621715195332,250.131432833784,2020
