Diameter,Weight,IV,Year
1.68169559136212,45.1528240598479,252.881900803645,2020
1.68266209753028,45.4798276178423,252.697273472205,2020
1.68160098925341,45.28159651277,252.947738131079,2020
1.68360114954098,45.5078620899462,252.865248121901,2020
1.68192588137324,45.2753043421524,252.887446742135,2021
1.68225130991382,45.2412517145953,252.955099587017,2021
1.68150057653623,45.2732038039881,252.926470498941,2021
1.68120606997763,45.2379633394768,252.778000809666,2021
1.68051826017339,45.7096446550729,253.995162458538,2022
1.6815400789429,45.7568481593128,252.902200681527,2022
1.68127904169524,45.762058041394,252.912509449657,2022
1.68110615151745,45.6834114751217,252.796073870051,2022
