Diameter,Weight,IV,Year
1.68124973414709,45.6642664841996,250.672077703483,2020
1.68158822002597,45.7005413618782,250.76343496023,2020
1.6817779483007,45.7423929820876,250.727249684991,2020
1.68157936212869,45.6923830558263,250.676852837345,2020
1.68752904854149,45.5811972054198,250.274231313228,2021
1.68575577596085,45.5016000136854,250.344551740876,2021
1.68656920465393,45.6005258557081,250.380866956108,2021
1.68571303489805,45.5569878551613,250.349904025181,2021
1.68335686902193,45.5854285962759,251.297333912865,2022
1.6836005217058,45.6362765386256,251.506851546637,2022
1.68360600169423,45.5653688142951,251.621863190964,2022
1.683373915738,45.6072789166207,251.564303955614,2022
