Diameter,Weight,IV,Year
1.68389984263371,45.5829327544729,250.748442778007,2020
1.68405738804954,45.5900200435346,250.822335731488,2020
1.68478331353689,45.6858948820885,250.791954765518,2020
1.68428793450627,45.6254427696985,250.71406458967,2020
1.68328158033297,45.6244875657051,250.928891295174,2021
1.68248737501905,45.5377452257035,250.977091710587,2021
1.68352778724721,45.6048333722494,250.530474785965,2021
1.68392770368189,45.565396337172,250.892211398159,2021
1.68302350904379,45.7831421793257,251.684855585401,2022
1.68338138508467,45.8625836802829,251.653609205982,2022
1.68300533927909,45.8515736876625,251.656228156262,2022
1.68311527675276,45.8524257642756,251.692201828149,2022
