Diameter,Weight,IV,Year
1.68056989753786,45.723535934614,252.465805133693,2020
1.67978324081647,45.7268499661363,252.383323687365,2020
1.68042943340025,45.684347947082,252.637011226757,2020
1.68108844519699,45.7169801608224,252.543138595319,2020
1.68178042913436,45.6939678390699,252.244988861086,2021
1.68104886974587,45.6819816596106,252.246349966041,2021
1.68137661218769,45.6564592233144,252.347367021666,2021
1.68056552059683,45.653176809599,252.298149765269,2021
1.68232653864966,45.5909103483783,252.717279072315,2022
1.68127207435936,45.4984778751882,252.781863831619,2022
1.68157761035525,45.5247252685941,252.762254149884,2022
1.68232968527119,45.4947431104273,252.784378644658,2022
