Diameter,Weight,IV,Year
1.68103396812142,45.6622052669724,250.646167092693,2020
1.68161362523121,45.6771432556936,250.780878326645,2020
1.68232747889573,45.702573372902,250.877536303437,2020
1.68275498057361,45.7768724989805,250.164890622233,2020
1.68565100876954,45.4306802332989,250.348650065344,2021
1.68588860227995,45.522166654618,250.359269281408,2021
1.68565941516027,45.4642303626452,250.408055637754,2021
1.68577160974653,45.4936331446531,250.329204052475,2021
1.68289264587673,45.522125180943,252.08175023757,2022
1.68249735660055,45.5518390183524,252.191014131893,2022
1.68326374079955,45.5504955314533,252.234732454976,2022
1.68342883002854,45.5485161293713,252.306228291898,2022
